game_id,batch_id,batch_name,datetime,white_type,black_type,opponent,opponent_elo,result,elo_before,elo_after,skill_repo_sha,model,temperature,agent_log_path
fd309582916041e89b14a00047855d32,b2a94baf6f2b4a719469cdcfb2e9fe77,elo calibation,2026-05-20T12:46:20Z,agent,chesscom,chesscom-1200,1200,0-1,1200.0,1184.0,6413da9cb4861efd0f7bb7d55aaafb9db848b339,gpt-4o-mini,1.0,fd309582916041e89b14a00047855d32_agent.json
da6289554b58425da28f7705b8b6ead9,b2a94baf6f2b4a719469cdcfb2e9fe77,elo calibation,2026-05-20T12:50:11Z,agent,chesscom,chesscom-1100,1100,0-1,1184.0,1164.2,6413da9cb4861efd0f7bb7d55aaafb9db848b339,gpt-4o-mini,1.0,da6289554b58425da28f7705b8b6ead9_agent.json
9f3521b2068d4694ac52496fcb2d08bc,b2a94baf6f2b4a719469cdcfb2e9fe77,elo calibation,2026-05-20T12:52:26Z,agent,chesscom,chesscom-1100,1100,0-1,1164.2,1145.3,6413da9cb4861efd0f7bb7d55aaafb9db848b339,gpt-4o-mini,1.0,9f3521b2068d4694ac52496fcb2d08bc_agent.json
