game_id,datetime,phase,opening_acc,first_move,game_no
aad4a099a2544c5ba683147416d1eec0,2026-07-01 23:46:09+00:00,P4-autonomous-loop,93.65,d4,237
c6c0c6f84b324205be10fee4cbc915c9,2026-07-02 00:03:13+00:00,P4-autonomous-loop,94.9125,d4,238
d591da3ae7874d68b9119c4be7bac2f2,2026-07-02 09:39:17+00:00,P4-autonomous-loop,95.8625,d4,239
9d671e1df17c4612bd7c8712fa077ae5,2026-07-02 10:07:11+00:00,P4-autonomous-loop,94.3875,d4,240
9b501f2e9d344e8ca7fac5b65a315dcb,2026-07-02 10:21:12+00:00,P4-autonomous-loop,92.3625,d4,241
84a148a4d0a94776b44926613e93c933,2026-07-02 10:29:31+00:00,P4-autonomous-loop,87.0125,d4,242
553445be74e54926bb2ddc244a103f1b,2026-07-02 10:39:22+00:00,P4-autonomous-loop,96.1125,d4,243
7a92cd25f3d1491ba47f4e652f05112a,2026-07-02 10:52:51+00:00,P4-autonomous-loop,94.75,d4,244
d6753675807e4b90ac54afeda7ff9909,2026-07-02 11:02:51+00:00,P4-autonomous-loop,94.3875,d4,245
55c4096c0d0c4a7cb5e9e93b29623e48,2026-07-02 11:20:00+00:00,P4-autonomous-loop,94.7375,d4,246
a7129c9ca56640b492fff126b3c129e5,2026-07-02 11:36:04+00:00,P4-autonomous-loop,94.8875,d4,247
cf6293fc0e694e03b2a7e02c1a52d17e,2026-07-02 11:57:28+00:00,P4-autonomous-loop,90.8625,d4,248
2358c121ff834c4a838a954134c8b72a,2026-07-02 12:08:21+00:00,P4-autonomous-loop,93.775,d4,249
579ddcec81ca45f686182b4e9e0212ee,2026-07-02 12:22:04+00:00,P4-autonomous-loop,90.575,d4,250
cbe33cef6c73405887f36ca7c1485235,2026-07-02 12:34:56+00:00,P4-autonomous-loop,93.2375,d4,251
812a37c4f45a40abbad2ba6c70b5f3ec,2026-07-02 12:46:49+00:00,P4-autonomous-loop,95.8625,d4,252
3c32703763fe484096f7609475d3d52f,2026-07-02 13:15:13+00:00,P4-autonomous-loop,94.875,d4,253
2621478bd6fe45d1888fb09852a4f695,2026-07-02 15:28:05+00:00,P4-autonomous-loop,95.5125,d4,254
475ad1d311cb4fd69b7a5f48db4ef541,2026-07-02 15:43:55+00:00,P4-autonomous-loop,91.8,d4,255
923b64735ceb46609a49760385fa545a,2026-07-02 16:00:18+00:00,P4-autonomous-loop,95.8875,d4,256
c4ce23c034ba4ddc9595a0b775ce1720,2026-07-02 16:19:16+00:00,P4-autonomous-loop,93.125,d4,257
7f8176af46634f34a9e0be125e7fd0af,2026-07-02 16:31:20+00:00,P4-autonomous-loop,96.6,d4,258
1b0954e926264ffcb25eb3e52fc3101b,2026-07-02 16:46:09+00:00,P4-autonomous-loop,96.275,d4,259
5af4ddd890954abba9cc75feda215c45,2026-07-02 16:54:16+00:00,P4-autonomous-loop,93.85,d4,260
23adc370da1546ab915ff0e71f6d5bf3,2026-07-02 17:09:23+00:00,P4-autonomous-loop,91.1875,d4,261
f5c09c1e2a4a43deadeacad79207349d,2026-07-02 17:25:22+00:00,P4-autonomous-loop,92.85,d4,262
d02026dad1264b87a697b74da1aa20e6,2026-07-02 17:37:50+00:00,P4-autonomous-loop,91.1625,d4,263
1a7317ac4d6f4dd9b2ba2874a1dded9f,2026-07-02 17:55:13+00:00,P4-autonomous-loop,94.9875,d4,264
0c010163fe5d4559ade2893d9667fa3f,2026-07-02 18:15:27+00:00,P4-autonomous-loop,94.5625,d4,265
3b7cfec1737a4dd280ee36b55d2927ed,2026-07-02 18:30:27+00:00,P4-autonomous-loop,96.5125,d4,266
bee48dfd1b37479f9069f47e67410394,2026-07-02 18:43:08+00:00,P4-autonomous-loop,95.5375,d4,267
674f48591a7c4102a516584daafc2607,2026-07-02 18:52:01+00:00,P4-autonomous-loop,90.5625,d4,268
3252a3d1666e4302b52a53931274cdaf,2026-07-02 19:09:26+00:00,P4-autonomous-loop,97.1,d4,269
9eddc039c9e74cc4bdc9a9b7dca08202,2026-07-02 19:27:21+00:00,P4-autonomous-loop,96.6,d4,270
a4797715ad7048959330ba1800f624d2,2026-07-02 19:49:06+00:00,P4-autonomous-loop,90.575,d4,271
71fcb809a0574495b645f3a95f20d8c6,2026-07-02 20:05:53+00:00,P4-autonomous-loop,92.525,d4,272
0aa3b741f0d94f69a4a329f0e49066ec,2026-07-02 20:24:56+00:00,P4-autonomous-loop,96.4,d4,273
d307e4a2df40471093020a006a4dd04f,2026-07-02 20:46:45+00:00,P4-autonomous-loop,80.35,d4,274
652aca85a08a4a828f93c393787efa61,2026-07-02 20:56:52+00:00,P4-autonomous-loop,96.5,d4,275
ccab4cdb7c734e09b498e0d3e832d5b3,2026-07-02 21:10:32+00:00,P4-autonomous-loop,95.7375,d4,276
7616a7804ae04a308b2d7e6c41367e31,2026-07-02 21:27:44+00:00,P4-autonomous-loop,86.8875,d4,277
c6135b75d5ba439bad6de2fbd052fdba,2026-07-02 21:48:12+00:00,P4-autonomous-loop,92.0125,d4,278
2906d401b8024a2d8769709ee0317a2d,2026-07-02 22:18:11+00:00,P4-autonomous-loop,93.5875,d4,279
960972b804274c5eb00ac4e9ae7c4b3c,2026-07-02 22:36:14+00:00,P4-autonomous-loop,95.775,d4,280
e47de502252444b89b3e8daac6346ffd,2026-07-02 22:47:12+00:00,P4-autonomous-loop,83.5875,d4,281
dc27ed4b2f82432bb077d42d5f77a6b7,2026-07-02 23:43:46+00:00,P4-autonomous-loop,90.05,d4,282
f9564023f1b249c7838c9c398bdfcfb2,2026-07-02 23:52:31+00:00,P4-autonomous-loop,95.625,d4,283
9d83b9c3634c4c65907e5ae2cc2c25a2,2026-07-03 00:00:57+00:00,P4-autonomous-loop,91.3875,d4,284
8f7ef29efe964f68b1e46840b92f94d9,2026-07-03 00:16:42+00:00,P4-autonomous-loop,96.9,d4,285
4877c9009fb74045a4f46fd8a94a4d14,2026-07-03 00:23:56+00:00,P4-autonomous-loop,94.1375,d4,286
a2f0bb48fc764ec79e949d4b65df7fd0,2026-07-03 00:39:26+00:00,P4-autonomous-loop,91.5125,d4,287
08fd1a0d614d404b91d475cd0056590c,2026-07-03 00:58:28+00:00,P4-autonomous-loop,92.4,d4,288
d74cf0873b5240d7a7647ef6c11c89e1,2026-07-03 01:11:34+00:00,P4-autonomous-loop,92.4,d4,289
cf272d663bfd402685fff0907f65a8d1,2026-07-03 01:30:41+00:00,P4-autonomous-loop,91.0625,d4,290
4ed167b392d243e08839eb0553131693,2026-07-03 01:41:05+00:00,P4-autonomous-loop,96.05,d4,291
ac26f3fd91d64262a6098907766773c5,2026-07-03 10:14:26+00:00,P4-autonomous-loop,86.625,d4,292
a16fc3780019429b8d6c6cbe3e933d01,2026-07-03 10:47:10+00:00,P4-autonomous-loop,89.55,d4,293
4ac6dafdb88d43ccb4814374caa95f17,2026-07-03 11:00:20+00:00,P4-autonomous-loop,92.8875,d4,294
d32faf3150b149b7a77efa5a20d0847d,2026-07-03 11:14:07+00:00,P4-autonomous-loop,86.8625,d4,295
51a146afff6e4d95b91b526cf7f62893,2026-07-03 11:23:19+00:00,P4-autonomous-loop,89.8125,d4,296
a4a39719ac0d43feb22a009ffdfff995,2026-07-03 11:36:47+00:00,P4-autonomous-loop,92.5875,d4,297
9ffb59cafb95457e9cc1c3eca873852d,2026-07-03 11:59:52+00:00,P4-autonomous-loop,95.275,d4,298
7e32c2335b5a43ffac7db618f4aeb9db,2026-07-03 12:16:29+00:00,P4-autonomous-loop,93.875,d4,299
0ab0ddf071c8496f82869f747d9a966b,2026-07-03 12:28:29+00:00,P4-autonomous-loop,85.8,d4,300
ac0b4448afe1497cb9b0ce9b126dfaa6,2026-07-03 12:51:56+00:00,P4-autonomous-loop,86.2625,d4,301
e0462fe9befb420e9fb8551832a6d742,2026-07-03 13:02:57+00:00,P4-autonomous-loop,96.3625,d4,302
25f29d98781c4c1fabcb3d4964029f3c,2026-07-03 13:58:39+00:00,P4-autonomous-loop,94.975,d4,303
c0119f058523445e940e07161d1191b6,2026-07-03 14:10:13+00:00,P4-autonomous-loop,93.325,d4,304
cd55f43ebcf74a8587d3e2ca1cdbfabf,2026-07-03 14:22:44+00:00,P4-autonomous-loop,93.5375,d4,305
c36cb96f60b247ebafc04587614f1a1e,2026-07-03 14:49:00+00:00,P4-autonomous-loop,96.1125,d4,306
c973e05c02e5402fa389b449a3f3e122,2026-07-03 15:11:03+00:00,P4-autonomous-loop,96.1125,d4,307
29ab2127ba9e483196ed0ab118fcabe6,2026-07-03 15:27:55+00:00,P4-autonomous-loop,93.9,d4,308
7f5c1998297248a3a4bc3e0e9d776731,2026-07-03 15:43:10+00:00,P4-autonomous-loop,88.6125,d4,309
0b0455e4ef764309add38f604912fe9e,2026-07-03 15:58:26+00:00,P4-autonomous-loop,95.6,d4,310
f2612c658f4c4385b88a260a0b56e0cb,2026-07-03 16:08:41+00:00,P4-autonomous-loop,97.6375,d4,311
3645dee85f17475a923a56010e86d65c,2026-07-03 16:25:01+00:00,P4-autonomous-loop,93.05,d4,312
5f88a0209a004200a4f41e721efd930b,2026-07-03 16:41:40+00:00,P4-autonomous-loop,85.2,d4,313
a2946d23688045499f75e0e0245175d5,2026-07-03 16:56:38+00:00,P4-autonomous-loop,87.775,d4,314
3d9d6467eaa444e8ab23d9c9b0b44f1f,2026-07-03 17:05:25+00:00,P4-autonomous-loop,94.5375,d4,315
dc2b0f9f3e604b689ae4e546368bb651,2026-07-03 17:23:44+00:00,P4-autonomous-loop,94.9875,d4,316
33f66de7764d47a9befeb0b3f1ead5cd,2026-07-03 17:32:24+00:00,P4-autonomous-loop,92.8375,d4,317
4a856a8423084b3bae3348c44184a642,2026-07-03 17:43:03+00:00,P4-autonomous-loop,96.05,d4,318
14d82edd93324813b4083a0aac0ab980,2026-07-03 18:09:48+00:00,P4-autonomous-loop,94.1375,d4,319
3c700185df13480aa0ca2b36c5c9d917,2026-07-03 18:21:08+00:00,P4-autonomous-loop,96.7375,d4,320
4d57d3d8e9464b94ae0d0cd2bf2f7ae1,2026-07-03 18:44:47+00:00,P4-autonomous-loop,94.9875,d4,321
3efa64f20e9c4cf09fa3de0b96c7fafa,2026-07-03 19:02:47+00:00,P4-autonomous-loop,94.625,d4,322
41c61f3d92414c1ea8fad37d786c9402,2026-07-03 19:09:22+00:00,P4-autonomous-loop,94.9625,d4,323
73b05735abbb4c2488042e575193e508,2026-07-03 19:16:33+00:00,P4-autonomous-loop,94.9875,d4,324
6cfae3b056ae42b586aeee5fec635c50,2026-07-03 19:34:37+00:00,P4-autonomous-loop,91.35,d4,325
6be6be4479134ce4b7e3a79caa5f1052,2026-07-03 19:49:55+00:00,P4-autonomous-loop,96.5375,d4,326
78e84142ca564993a7f602e49266e639,2026-07-03 20:08:58+00:00,P4-autonomous-loop,93.4875,d4,327
7cbdf7fcf1fc4145abdcecbe2226f855,2026-07-03 20:19:34+00:00,P4-autonomous-loop,82.9375,d4,328
9ef5b4965e6a41a8b8d528b6d16494d6,2026-07-03 20:28:23+00:00,P4-autonomous-loop,91.95,d4,329
73685c11d1dc47bc94fe4b9093d570eb,2026-07-03 20:46:07+00:00,P4-autonomous-loop,95.15,d4,330
633c82d162aa4f83aa82c7089e51390d,2026-07-03 21:02:57+00:00,P4-autonomous-loop,79.225,d4,331
8d8ac6b5832442a2856b8824bf0783ea,2026-07-03 21:21:26+00:00,P4-autonomous-loop,88.6625,d4,332
d4aff6a484764e118b9737c14388814d,2026-07-03 21:39:52+00:00,P4-autonomous-loop,87.0,d4,333
933fc40f46aa486e999dc8c66fd71e29,2026-07-03 21:55:08+00:00,P4-autonomous-loop,91.7,d4,334
5acc1740ea3048009e60a26caeac84bc,2026-07-03 22:12:45+00:00,P4-autonomous-loop,86.125,d4,335
c43ff7f151e047d6a5e99c0df51c6896,2026-07-03 23:05:37+00:00,P4-autonomous-loop,94.975,d4,336
5b3395547cfa4f64b62e0c48ccf4f423,2026-07-03 23:29:23+00:00,P4-autonomous-loop,91.1625,d4,337
d232b9428a44460c810f5f52d1275789,2026-07-03 23:39:24+00:00,P4-autonomous-loop,97.35,d4,338
68be733c81674e60a237b002b4708c89,2026-07-03 23:59:21+00:00,P4-autonomous-loop,89.1125,d4,339
1921e0b3464442b6a8997c2805064544,2026-07-04 00:16:59+00:00,P4-autonomous-loop,97.1,d4,340
7516a9d895ef4c0cabf943c6c95a7554,2026-07-04 10:46:10+00:00,P4-autonomous-loop,91.5875,d4,341
205773139e144d9597e66f310375c038,2026-07-04 11:02:16+00:00,P4-autonomous-loop,84.5875,d4,342
f44f5623f6f949b0a2ccb0cef7b40a30,2026-07-04 11:17:12+00:00,P4-autonomous-loop,96.675,d4,343
12ce23fd2ed643e39b9ab7283155dc61,2026-07-04 11:28:10+00:00,P4-autonomous-loop,95.1375,d4,344
e493b08baad54ed3847dd9e4ec513fb2,2026-07-04 11:45:38+00:00,P4-autonomous-loop,91.0625,d4,345
1ca3c5e13c2f456bbfaf4972142b2caa,2026-07-04 11:57:29+00:00,P4-autonomous-loop,92.5125,d4,346
3c1f6662956c409b9e789c1160a0873e,2026-07-04 12:14:19+00:00,P4-autonomous-loop,83.7375,d4,347
7c6c30e3c2f049e6aeac61d5147e399d,2026-07-04 12:37:15+00:00,P4-autonomous-loop,93.6625,d4,348
ab4dce25b8e641abb7fc8b2247b3f894,2026-07-04 13:17:57+00:00,P4-autonomous-loop,96.8875,d4,349
27419c45e04e41c2be295a2e6f85e7cc,2026-07-04 15:27:33+00:00,P4-autonomous-loop,95.5625,d4,350
dde04db549b34b44a1967c71df320c80,2026-07-04 15:44:20+00:00,P4-autonomous-loop,90.125,d4,351
5bdb7e5e47e148a795feb75e23c6e814,2026-07-04 15:56:00+00:00,P4-autonomous-loop,95.6875,d4,352
d2e4a51b6b23426ea564c20a7c4dcb0b,2026-07-04 16:12:05+00:00,P4-autonomous-loop,96.475,d4,353
9a438042135a499ba905fa8ab7bc6d4e,2026-07-04 16:26:22+00:00,P4-autonomous-loop,96.65,d4,354
d94c08e380454747b8e3ec4a3dd75ec6,2026-07-04 16:39:56+00:00,P4-autonomous-loop,96.1125,d4,355
e123466b66d7409c94ad1c1673828095,2026-07-04 16:53:19+00:00,P4-autonomous-loop,81.6375,d4,356
8160c542394f4ca38db5baa4765770d4,2026-07-04 17:05:36+00:00,P4-autonomous-loop,97.325,d4,357
482222abe30c41bbbf9fd913eb2ebddc,2026-07-04 17:34:33+00:00,P4-autonomous-loop,80.7875,d4,358
5fcac78b987040249496270083575f7e,2026-07-04 19:54:16+00:00,P4-autonomous-loop,87.925,d4,359
effb1d0d11c84f34a2df49b2ee23995b,2026-07-04 20:14:14+00:00,P4-autonomous-loop,94.9,d4,360
d5bb5d77d5bb4f78a3c6b2c88d1c3806,2026-07-04 20:30:32+00:00,P4-autonomous-loop,96.1125,d4,361
9692fbe7158f4af4b265f6e6346362cf,2026-07-04 20:52:41+00:00,P4-autonomous-loop,93.35,d4,362
ec56af1583fe4005a5bbb04500c7cb5a,2026-07-04 21:02:01+00:00,P4-autonomous-loop,95.175,d4,363
